REPORTING_PERIOD_START,REPORTING_PERIOD_END,STATUS,BREAKDOWN,PRIMARY_LEVEL,PRIMARY_LEVEL_DESCRIPTION,SECONDARY_LEVEL,SECONDARY_LEVEL_DESCRIPTION,MEASURE_ID,MEASURE_NAME,MEASURE_VALUE,month,year,high_demand
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,2,Tenant - Local Authority/Arms Length Management Organisation/registered social housing provider,MHS01,People in contact with services at the end of the reporting period,48752,1,2022,1
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,3,Tenant - private landlord,MHS01,People in contact with services at the end of the reporting period,22713,1,2022,1
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,4,Living with family,MHS01,People in contact with services at the end of the reporting period,58452,1,2022,1
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,5,Living with friends,MHS01,People in contact with services at the end of the reporting period,13324,1,2022,1
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,6,University or College accommodation,MHS01,People in contact with services at the end of the reporting period,1151,1,2022,0
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,7,ACCOMMODATION tied to job (including Armed Forces),MHS01,People in contact with services at the end of the reporting period,92,1,2022,0
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,8,Mobile ACCOMMODATION,MHS01,People in contact with services at the end of the reporting period,222,1,2022,0
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,9,Care Home Services without Nursing,MHS01,People in contact with services at the end of the reporting period,6925,1,2022,1
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,10,Care Home Services with Nursing,MHS01,People in contact with services at the end of the reporting period,8144,1,2022,1
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,11,Specialist Housing (with suitable adaptations to meet impairment needs and support to live independently),MHS01,People in contact with services at the end of the reporting period,13089,1,2022,1
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,12,Rough sleeper,MHS01,People in contact with services at the end of the reporting period,1652,1,2022,0
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,13,Squatting,MHS01,People in contact with services at the end of the reporting period,380,1,2022,0
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,14,Sofa surfing (sleeps on different friends floor each night),MHS01,People in contact with services at the end of the reporting period,617,1,2022,0
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,15,Staying with friends/family as a short term guest,MHS01,People in contact with services at the end of the reporting period,21448,1,2022,1
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,16,Bed and breakfast ACCOMMODATION to prevent or relieve homelessness,MHS01,People in contact with services at the end of the reporting period,1177,1,2022,0
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,17,Sleeping in a night shelter,MHS01,People in contact with services at the end of the reporting period,401,1,2022,0
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,18,Hostel to prevent or relieve homelessness,MHS01,People in contact with services at the end of the reporting period,880,1,2022,0
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,19,Temporary housing to prevent or relieve homelessness,MHS01,People in contact with services at the end of the reporting period,1528,1,2022,0
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,20,Admitted PATIENT settings,MHS01,People in contact with services at the end of the reporting period,6540,1,2022,1
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,21,Criminal justice settings,MHS01,People in contact with services at the end of the reporting period,707,1,2022,0
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,98,Other (not listed),MHS01,People in contact with services at the end of the reporting period,103771,1,2022,1
2022-01-12,31/12/2022,Final,England; Accommodation Type,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1254936,1,2022,1
2022-01-12,31/12/2022,Final,England; Age,England,England,0 to 5,0 to 5,MHS01,People in contact with services at the end of the reporting period,26204,1,2022,0
2022-01-12,31/12/2022,Final,England; Age,England,England,11 to 15,11 to 15,MHS01,People in contact with services at the end of the reporting period,234054,1,2022,1
2022-01-12,31/12/2022,Final,England; Age,England,England,16,16,MHS01,People in contact with services at the end of the reporting period,53720,1,2022,0
2022-01-12,31/12/2022,Final,England; Age,England,England,17,17,MHS01,People in contact with services at the end of the reporting period,45629,1,2022,0
2022-01-12,31/12/2022,Final,England; Age,England,England,18,18,MHS01,People in contact with services at the end of the reporting period,29167,1,2022,0
2022-01-12,31/12/2022,Final,England; Age,England,England,19,19,MHS01,People in contact with services at the end of the reporting period,25599,1,2022,0
2022-01-12,31/12/2022,Final,England; Age,England,England,20 to 24,20 to 24,MHS01,People in contact with services at the end of the reporting period,127813,1,2022,1
2022-01-12,31/12/2022,Final,England; Age,England,England,25 to 29,25 to 29,MHS01,People in contact with services at the end of the reporting period,123209,1,2022,1
2022-01-12,31/12/2022,Final,England; Age,England,England,30 to 34,30 to 34,MHS01,People in contact with services at the end of the reporting period,116252,1,2022,1
2022-01-12,31/12/2022,Final,England; Age,England,England,35 to 39,35 to 39,MHS01,People in contact with services at the end of the reporting period,98677,1,2022,1
2022-01-12,31/12/2022,Final,England; Age,England,England,40 to 44,40 to 44,MHS01,People in contact with services at the end of the reporting period,84393,1,2022,1
2022-01-12,31/12/2022,Final,England; Age,England,England,45 to 49,45 to 49,MHS01,People in contact with services at the end of the reporting period,71818,1,2022,1
2022-01-12,31/12/2022,Final,England; Age,England,England,50 to 54,50 to 54,MHS01,People in contact with services at the end of the reporting period,74226,1,2022,1
2022-01-12,31/12/2022,Final,England; Age,England,England,55 to 59,55 to 59,MHS01,People in contact with services at the end of the reporting period,68196,1,2022,1
2022-01-12,31/12/2022,Final,England; Age,England,England,6 to 10,6 to 10,MHS01,People in contact with services at the end of the reporting period,125641,1,2022,1
2022-01-12,31/12/2022,Final,England; Age,England,England,60 to 64,60 to 64,MHS01,People in contact with services at the end of the reporting period,54349,1,2022,0
2022-01-12,31/12/2022,Final,England; Age,England,England,65 to 69,65 to 69,MHS01,People in contact with services at the end of the reporting period,44005,1,2022,0
2022-01-12,31/12/2022,Final,England; Age,England,England,70 to 74,70 to 74,MHS01,People in contact with services at the end of the reporting period,47574,1,2022,0
2022-01-12,31/12/2022,Final,England; Age,England,England,75 to 79,75 to 79,MHS01,People in contact with services at the end of the reporting period,63659,1,2022,1
2022-01-12,31/12/2022,Final,England; Age,England,England,80 to 84,80 to 84,MHS01,People in contact with services at the end of the reporting period,62014,1,2022,1
2022-01-12,31/12/2022,Final,England; Age,England,England,85 to 89,85 to 89,MHS01,People in contact with services at the end of the reporting period,52348,1,2022,0
2022-01-12,31/12/2022,Final,England; Age,England,England,90 or over,90 or over,MHS01,People in contact with services at the end of the reporting period,30633,1,2022,0
2022-01-12,31/12/2022,Final,England; Age,England,England,UNKNOWN,UNKNOWN,MHS01,People in contact with services at the end of the reporting period,1433,1,2022,0
2022-01-12,31/12/2022,Final,England; Disability,England,England,1,Behaviour and Emotional,MHS01,People in contact with services at the end of the reporting period,36492,1,2022,1
2022-01-12,31/12/2022,Final,England; Disability,England,England,2,Hearing,MHS01,People in contact with services at the end of the reporting period,10749,1,2022,0
